Date,Name,Year,Letterboxd URI,Rating,Tags,Watched Date
2016-05-08,The Butterfly Effect 2,2006,https://letterboxd.com/malantonio/film/the-butterfly-effect-2/,1.5,"streaming, hbo",2016-05-07
2016-05-11,Fateful Findings,2013,https://letterboxd.com/malantonio/film/fateful-findings/,4,"streaming, youtube",2016-05-10
2016-05-14,Basic Instinct,1992,https://letterboxd.com/malantonio/film/basic-instinct/,2,dvd,2016-05-13
2016-05-16,Loose Change: Final Cut,2007,https://letterboxd.com/malantonio/film/loose-change-final-cut/,3,"streaming, youtube",2016-05-15
2016-05-17,The Sandlot,1993,https://letterboxd.com/malantonio/film/the-sandlot/,5,"streaming, netflix",2016-05-16
2016-05-21,The Craft,1996,https://letterboxd.com/malantonio/film/the-craft/,4.5,"35mm, theater",2016-05-20
2016-05-22,Swamp Thing,1982,https://letterboxd.com/malantonio/film/swamp-thing/,2,blu-ray,2016-05-21
2016-05-22,Natural Born Killers,1994,https://letterboxd.com/malantonio/film/natural-born-killers/,3,dvd,2016-05-21
2016-05-23,The Witch,2015,https://letterboxd.com/malantonio/film/the-witch-2015/,4,"dvd, redbox, rental",2016-05-22
2016-06-26,Howard the Duck,1986,https://letterboxd.com/malantonio/film/howard-the-duck/,3,"dvd, movie club",2016-06-25
2016-06-26,Death Metal Angola,2014,https://letterboxd.com/malantonio/film/death-metal-angola/,3.5,"streaming, youtube",2016-06-25
2016-06-27,Hearts of Darkness: A Filmmaker's Apocalypse,1991,https://letterboxd.com/malantonio/film/hearts-of-darkness-a-filmmakers-apocalypse/,3.5,download,2016-06-26
2016-07-07,Fateful Findings,2013,https://letterboxd.com/malantonio/film/fateful-findings/1/,4,,2016-07-02
2016-07-11,Hush,2016,https://letterboxd.com/malantonio/film/hush-2016/,3,"streaming, netflix",2016-07-10
2016-07-18,The Big Short,2015,https://letterboxd.com/malantonio/film/the-big-short/,4,"netflix, streaming",2016-07-17
2016-07-24,Predator,1987,https://letterboxd.com/malantonio/film/predator/,4,"digital, theater",2016-07-22
2016-07-30,The Usual Suspects,1995,https://letterboxd.com/malantonio/film/the-usual-suspects/,3.5,streaming,2016-07-29
2016-07-30,Pass-Thru,2016,https://letterboxd.com/malantonio/film/pass-thru/,4,"theater, blu-ray",2016-07-29
2016-07-31,Halloween,1978,https://letterboxd.com/malantonio/film/halloween-1978/1/,4,dvd,2016-07-30
2016-08-01,It! The Terror from Beyond Space,1958,https://letterboxd.com/malantonio/film/it-the-terror-from-beyond-space/,3,"blu-ray, theater",2016-07-31
2016-08-01,Alien,1979,https://letterboxd.com/malantonio/film/alien/,4,"theater, digital",2016-07-31
2016-08-08,Jurassic Park,1993,https://letterboxd.com/malantonio/film/jurassic-park/,4,"35mm, drive-in",2016-08-07
2016-08-08,Jaws,1975,https://letterboxd.com/malantonio/film/jaws/,3.5,"digital, drive-in",2016-08-07
2016-08-14,Hitchcock/Truffaut,2015,https://letterboxd.com/malantonio/film/hitchcock-truffaut/,4,"streaming, hbo",2016-08-13
2016-08-15,Sting: Moment of Truth,2004,https://letterboxd.com/malantonio/film/sting-moment-of-truth/,2,"streaming, youtube",2016-08-14
2016-08-16,Howard the Duck,1986,https://letterboxd.com/malantonio/film/howard-the-duck/1/,2.5,,2016-08-15
2016-08-20,Friday the 13th,1980,https://letterboxd.com/malantonio/film/friday-the-13th/,4,dvd,2016-08-19
2016-08-21,The Craft,1996,https://letterboxd.com/malantonio/film/the-craft/1/,4.5,dvd,2016-08-20
2016-08-27,Friday the 13th: A New Beginning,1985,https://letterboxd.com/malantonio/film/friday-the-13th-a-new-beginning/,3,"35mm, drive-in",2016-08-26
2016-08-27,Friday the 13th Part VI: Jason Lives,1986,https://letterboxd.com/malantonio/film/friday-the-13th-part-vi-jason-lives/1/,3.5,"35mm, drive-in",2016-08-26
2016-08-28,Friday the 13th Part VII: The New Blood,1988,https://letterboxd.com/malantonio/film/friday-the-13th-part-vii-the-new-blood/,3,"35mm, drive-in",2016-08-27
2016-08-28,Just Before Dawn,1981,https://letterboxd.com/malantonio/film/just-before-dawn-1981/,3.5,"35mm, drive-in",2016-08-27
2016-08-28,The Burning,1981,https://letterboxd.com/malantonio/film/the-burning-1981/,3,"35mm, drive-in",2016-08-27
2016-09-03,Milk Money,1994,https://letterboxd.com/malantonio/film/milk-money/,4,"netflix, streaming",2016-09-02
2016-09-04,Troll 2,1990,https://letterboxd.com/malantonio/film/troll-2/1/,3,"35mm, theater, Colonial theatre",2016-09-03
2016-09-04,Pieces,1982,https://letterboxd.com/malantonio/film/pieces/,3.5,"35mm, theater, Colonial theatre",2016-09-03
2016-09-04,Cemetery Man,1994,https://letterboxd.com/malantonio/film/cemetery-man/,3.5,"35mm, theater, Colonial theatre",2016-09-03
2016-09-04,What Have You Done to Solange?,1972,https://letterboxd.com/malantonio/film/what-have-you-done-to-solange/,3,"35mm, theater, Colonial theatre",2016-09-04
2016-09-04,Zombie Flesh Eaters,1979,https://letterboxd.com/malantonio/film/zombie-flesh-eaters/,3.5,"35mm, theater, Colonial theatre",2016-09-04
2016-09-06,Alien³,1992,https://letterboxd.com/malantonio/film/alien-3/,3.5,blu-ray,2016-09-05
2016-09-10,Wayne's World,1992,https://letterboxd.com/malantonio/film/waynes-world/,4,"35mm, drive-in",2016-09-09
2016-09-10,Wayne's World 2,1993,https://letterboxd.com/malantonio/film/waynes-world-2/,2.5,"35mm, drive-in",2016-09-10
2016-09-17,The Blair Witch Project,1999,https://letterboxd.com/malantonio/film/the-blair-witch-project/,4.5,dvd,2016-09-16
2016-09-18,Blair Witch,2016,https://letterboxd.com/malantonio/film/blair-witch/,3,"theater, digital",2016-09-17
2016-09-19,Creepshow,1982,https://letterboxd.com/malantonio/film/creepshow/,3,dvd,2016-09-18
2016-09-24,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,https://letterboxd.com/malantonio/film/raiders-the-story-of-the-greatest-fan-film-ever-made/,3.5,"digital, theater",2016-09-23
2016-09-24,Raiders of the Lost Ark - The Adaptation,1989,https://letterboxd.com/malantonio/film/raiders-of-the-lost-ark-the-adaptation/,3.5,"blu-ray, theater",2016-09-23
2016-09-26,The Witch,2015,https://letterboxd.com/malantonio/film/the-witch-2015/1/,4.5,blu-ray,2016-09-25
2016-10-01,A Bay of Blood,1971,https://letterboxd.com/malantonio/film/a-bay-of-blood/1/,3.5,"35mm, drive-in",2016-09-30
2016-10-01,I Spit on Your Grave,1978,https://letterboxd.com/malantonio/film/i-spit-on-your-grave/,3,"35mm, drive-in",2016-09-30
2016-10-01,Death Weekend,1976,https://letterboxd.com/malantonio/film/death-weekend/,2.5,"35mm, drive-in",2016-10-01
2016-10-02,The Texas Chain Saw Massacre,1974,https://letterboxd.com/malantonio/film/the-texas-chain-saw-massacre/,4,"35mm, drive-in",2016-10-01
2016-10-02,The Blood Spattered Bride,1972,https://letterboxd.com/malantonio/film/the-blood-spattered-bride/,2,"35mm, drive-in",2016-10-01
2016-10-03,The Number 23,2007,https://letterboxd.com/malantonio/film/the-number-23/,3,"streaming, google play",2016-10-02
2016-10-06,The Thing,1982,https://letterboxd.com/malantonio/film/the-thing/1/,4.5,"streaming, google play",2016-10-04
2016-10-08,The Fly,1986,https://letterboxd.com/malantonio/film/the-fly-1986/,4,streaming,2016-10-06
2016-10-08,Cat's Eye,1985,https://letterboxd.com/malantonio/film/cats-eye/,3,"streaming, hbo",2016-10-07
2016-10-10,Grey Gardens,1975,https://letterboxd.com/malantonio/film/grey-gardens/,4.5,"Hulu, streaming",2016-10-08
2016-10-19,The Fly,1958,https://letterboxd.com/malantonio/film/the-fly/,3,"netflix, streaming",2016-10-18
2016-10-20,13th,2016,https://letterboxd.com/malantonio/film/13th/,4,"streaming, netflix",2016-10-19
2016-10-30,The Shining,1980,https://letterboxd.com/malantonio/film/the-shining/,5,"35mm, drive-in",2016-10-28
2016-10-31,Critters,1986,https://letterboxd.com/malantonio/film/critters/,3,"35mm, drive-in",2016-10-29
2016-11-01,Leprechaun,1993,https://letterboxd.com/malantonio/film/leprechaun/,2.5,dvd,2016-10-31
2016-11-12,They Live,1988,https://letterboxd.com/malantonio/film/they-live/,4,dvd,2016-11-10
2016-11-15,Kingpin,1996,https://letterboxd.com/malantonio/film/kingpin/,3,streaming,2016-11-13
2016-12-11,Fateful Findings,2013,https://letterboxd.com/malantonio/film/fateful-findings/2/,4,,2016-11-19
2016-11-26,Trilogy of Terror,1975,https://letterboxd.com/malantonio/film/trilogy-of-terror/,3.5,"streaming, youtube",2016-11-25
2016-11-26,Trilogy of Terror II,1996,https://letterboxd.com/malantonio/film/trilogy-of-terror-ii/,1.5,"streaming, youtube",2016-11-25
2016-12-11,Swimfan,2002,https://letterboxd.com/malantonio/film/swimfan/,3.5,"hbo, streaming",2016-12-09
2016-12-18,Sleepaway Camp,1983,https://letterboxd.com/malantonio/film/sleepaway-camp/,4,blu-ray,2016-12-17
2016-12-18,Rogue One: A Star Wars Story,2016,https://letterboxd.com/malantonio/film/rogue-one-a-star-wars-story/,4,"imax, 3d, digital",2016-12-17
2016-12-22,The Santa Clause,1994,https://letterboxd.com/malantonio/film/the-santa-clause/,2.5,vhs,2016-12-20
