Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2017-01-16,Profilers: Gaze Into the Abyss,2014,https://letterboxd.com/aghoulaghast/film/profilers-gaze-into-the-abyss/,3,,netflix,2017-01-15
2017-01-30,The Texas Chain Saw Massacre,1974,https://letterboxd.com/aghoulaghast/film/the-texas-chain-saw-massacre/2/,4,Yes,dvd,2017-01-29
