Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2016-09-24,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,https://letterboxd.com/malantonio/film/raiders-the-story-of-the-greatest-fan-film-ever-made/,3.5,,"digital, theater",2016-09-23
2016-09-24,Raiders of the Lost Ark - The Adaptation,1989,https://letterboxd.com/malantonio/film/raiders-of-the-lost-ark-the-adaptation/,3.5,,"blu-ray, theater",2016-09-23
2016-09-26,The Witch,2015,https://letterboxd.com/malantonio/film/the-witch-2015/1/,4.5,Yes,blu-ray,2016-09-25
2016-10-01,A Bay of Blood,1971,https://letterboxd.com/malantonio/film/a-bay-of-blood/1/,3.5,Yes,"35mm, drive-in",2016-09-30
2016-10-01,I Spit on Your Grave,1978,https://letterboxd.com/malantonio/film/i-spit-on-your-grave/,3,Yes,"35mm, drive-in",2016-09-30
2016-10-01,Death Weekend,1976,https://letterboxd.com/malantonio/film/death-weekend/,2.5,,"35mm, drive-in",2016-10-01
2016-10-02,The Texas Chain Saw Massacre,1974,https://letterboxd.com/malantonio/film/the-texas-chain-saw-massacre/,4,Yes,"35mm, drive-in",2016-10-01
2016-10-02,The Blood Spattered Bride,1972,https://letterboxd.com/malantonio/film/the-blood-spattered-bride/,2,,"35mm, drive-in",2016-10-01
2016-10-03,The Number 23,2007,https://letterboxd.com/malantonio/film/the-number-23/,3,,"streaming, google play",2016-10-02
2016-10-06,The Thing,1982,https://letterboxd.com/malantonio/film/the-thing/1/,4.5,Yes,"streaming, google play",2016-10-04
2016-10-08,The Fly,1986,https://letterboxd.com/malantonio/film/the-fly-1986/,4,Yes,streaming,2016-10-06
2016-10-08,Cat's Eye,1985,https://letterboxd.com/malantonio/film/cats-eye/,3,,"streaming, hbo",2016-10-07
2016-10-10,Grey Gardens,1975,https://letterboxd.com/malantonio/film/grey-gardens/,4.5,Yes,"Hulu, streaming",2016-10-08
2016-10-19,The Fly,1958,https://letterboxd.com/malantonio/film/the-fly/,3,,"netflix, streaming",2016-10-18
2016-10-20,13th,2016,https://letterboxd.com/malantonio/film/13th/,4,,"streaming, netflix",2016-10-19
2016-10-30,The Shining,1980,https://letterboxd.com/malantonio/film/the-shining/,5,,"35mm, drive-in",2016-10-28
2016-10-31,Critters,1986,https://letterboxd.com/malantonio/film/critters/,3,,"35mm, drive-in",2016-10-29
2016-11-01,Leprechaun,1993,https://letterboxd.com/malantonio/film/leprechaun/,2.5,Yes,dvd,2016-10-31
2016-11-12,They Live,1988,https://letterboxd.com/malantonio/film/they-live/,4,Yes,dvd,2016-11-10
2016-11-15,Kingpin,1996,https://letterboxd.com/malantonio/film/kingpin/,3,,streaming,2016-11-13
2016-12-11,Fateful Findings,2013,https://letterboxd.com/malantonio/film/fateful-findings/2/,4,Yes,,2016-11-19
2016-11-26,Trilogy of Terror,1975,https://letterboxd.com/malantonio/film/trilogy-of-terror/,3.5,,"streaming, youtube",2016-11-25
2016-11-26,Trilogy of Terror II,1996,https://letterboxd.com/malantonio/film/trilogy-of-terror-ii/,1.5,,"streaming, youtube",2016-11-25
2016-12-11,Swimfan,2002,https://letterboxd.com/malantonio/film/swimfan/,3.5,,"hbo, streaming",2016-12-09
2016-12-18,Sleepaway Camp,1983,https://letterboxd.com/malantonio/film/sleepaway-camp/,4,Yes,blu-ray,2016-12-17
